Je suis là maintenant. (présent),Я сейчас здесь.,Я был здесь сейчас.,Я буду здесь сейчас.,Я здесь в данный момент постоянно.
J’aperçois une lumière. (présent),Я замечаю свет.,Я заметил свет сейчас.,Я замечу свет сейчас.,Я вижу свет вдалеке.
J’ai aperçu quelqu’un. (passé composé),Я заметил кого-то.,Я замечаю кого-то.,Я замечу кого-то.,Я увидел кого-то.
Pendant que j’apercevais le paysage je rêvais. (imparfait),Пока я замечал пейзаж я мечтал.,Пока я замечал пейзаж я мечтаю.,Пока я замечу пейзаж я мечтал.,Во время наблюдения пейзажа я мечтал.
Nous allons apercevoir la mer. (futur proche),Мы увидим море скоро.,Мы видим море скоро.,Мы увидели море скоро.,Мы скоро заметим море.
Vous apercevrez le changement. (futur simple),Вы заметите изменение.,Вы замечаете изменение.,Вы заметили изменение.,Вы увидите перемену.
Je pars en voyage demain. (présent),Я уезжаю в путешествие завтра.,Я уехал в путешествие завтра.,Я уеду в путешествие завтра.,Я отправляюсь в поездку завтра.
Je suis parti tôt hier. (passé composé),Я уехал рано вчера.,Я уезжаю рано вчера.,Я уеду рано вчера.,Вчера я уехал рано.
Pendant que je partais elle pleurait. (imparfait),Пока я уезжал она плакала.,Пока я уезжал она плачет.,Пока я уеду она плакала.,Во время отъезда она плакала.
Tu vas partir bientôt. (futur proche),Ты уедешь скоро.,Ты уезжаешь скоро.,Ты уехал скоро.,Ты скоро уезжаешь.
Ils partiront en train. (futur simple),Они уедут на поезде.,Они уезжают на поезде.,Они уехали на поезде.,Они отправятся поездом.
Je pense à toi souvent. (présent),Я часто думаю о тебе.,Я думал о тебе часто.,Я подумаю о тебе часто.,Я думаю о тебе обычно.
J’ai pensé à ton idée. (passé composé),Я подумал над твоей идеей.,Я думаю над твоей идеей.,Я подумаю над твоей идеей.,Я поразмышлял о твоей идее.
Pendant que je pensais il dormait. (imparfait),Пока я думал он спал.,Пока я думал он спит.,Пока я подумаю он спал.,Во время размышлений он спал.
Nous allons penser à une solution. (futur proche),Мы подумаем над решением скоро.,Мы думаем над решением скоро.,Мы подумали над решением скоро.,Мы собираемся подумать над решением.
Vous penserez à nous. (futur simple),Вы подумаете о нас.,Вы думаете о нас.,Вы подумали о нас.,Вы поразмышляете о нас.
Je quitte la maison à 7h. (présent),Я выхожу из дома в 7.,Я вышел из дома в 7 сейчас.,Я выйду из дома в 7 сейчас.,Я покидаю дом в 7 часов.
J’ai quitté le bureau tard. (passé composé),Я ушёл из офиса поздно.,Я ухожу из офиса поздно.,Я уйду из офиса поздно.,Я покинул офис поздно.
Pendant que je quittais la ville je pleurais. (imparfait),Пока я уезжал из города я плакал.,Пока я уезжал из города я плачу.,Пока я уеду из города я плакал.,Во время отъезда из города я плакал.
Tu vas quitter ton travail. (futur proche),Ты уйдёшь с работы скоро.,Ты уходишь с работы скоро.,Ты ушёл с работы скоро.,Ты скоро покинешь работу.
Ils quitteront la fête tôt. (futur simple),Они уйдут с вечеринки рано.,Они уходят с вечеринки рано.,Они ушли с вечеринки рано.,Они покинут праздник рано.
Je vends ma voiture. (présent),Я продаю свою машину.,Я продал свою машину сейчас.,Я продам свою машину сейчас.,Я продаю авто.
J’ai vendu mon ancien téléphone. (passé composé),Я продал свой старый телефон.,Я продаю свой старый телефон.,Я продам свой старый телефон.,Я продал прежний телефон.
Pendant que je vendais la maison il négociait. (imparfait),Пока я продавал дом он торговался.,Пока я продавал дом он торгуется.,Пока я продам дом он торговался.,Во время продажи дома он торговался.
Nous allons vendre les billets. (futur proche),Мы продадим билеты скоро.,Мы продаём билеты скоро.,Мы продали билеты скоро.,Мы собираемся продать билеты.
Vous vendrez votre appartement. (futur simple),Вы продадите свою квартиру.,Вы продаёте свою квартиру.,Вы продали свою квартиру.,Вы продадите квартиру.
J’envoie un message à toi. (présent),Я отправляю тебе сообщение.,Я отправил тебе сообщение сейчас.,Я отправлю тебе сообщение сейчас.,Я посылаю тебе смс.
Je t’ai envoyé le fichier. (passé composé),Я отправил тебе файл.,Я отправляю тебе файл.,Я отправлю тебе файл.,Я послал тебе файл.
Pendant que j’envoyais le mail elle répondait. (imparfait),Пока я отправлял письмо она отвечала.,Пока я отправлял письмо она отвечает.,Пока я отправлю письмо она отвечала.,Во время отправки она отвечала.
Tu vas m’envoyer les photos. (futur proche),Ты пришлёшь мне фото скоро.,Ты присылаешь мне фото скоро.,Ты прислал мне фото скоро.,Ты скоро отправишь мне фотографии.
Ils enverront l’invitation. (futur simple),Они отправят приглашение.,Они отправляют приглашение.,Они отправили приглашение.,Они пошлют приглашение.
Je finis mon travail à 18h. (présent),Я заканчиваю работу в 18.,Я закончил работу в 18 сейчас.,Я закончу работу в 18 сейчас.,Я завершаю работу в 18 часов.
J’ai fini le livre hier. (passé composé),Я закончил книгу вчера.,Я заканчиваю книгу вчера.,Я закончу книгу вчера.,Вчера я дочитал книгу.
Pendant que je finissais le repas il téléphonait. (imparfait),Пока я заканчивал еду он звонил.,Пока я заканчивал еду он звонит.,Пока я закончу еду он звонил.,Во время завершения еды он звонил.
Nous allons finir bientôt. (futur proche),Мы скоро закончим.,Мы заканчиваем скоро.,Мы закончили скоро.,Мы собираемся закончить скоро.
Vous finirez le projet la semaine prochaine. (futur simple),Вы закончите проект на следующей неделе.,Вы заканчиваете проект на следующей неделе.,Вы закончили проект на следующей неделе.,На следующей неделе вы завершите проект.
Je passe par chez toi. (présent),Я прохожу мимо тебя.,Я прошёл мимо тебя сейчас.,Я пройду мимо тебя сейчас.,Я заезжаю к тебе.
J’ai passé une bonne journée. (passé composé),Я провёл хороший день.,Я провожу хороший день.,Я проведу хороший день.,Я хорошо провёл день.
Pendant que je passais le temps je lisais. (imparfait),Пока я проводил время я читал.,Пока я проводил время я читаю.,Пока я проведу время я читал.,Во время проведения времени я читал.
Tu vas passer nous voir. (futur proche),Ты заедешь к нам скоро.,Ты заезжаешь к нам скоро.,Ты заехал к нам скоро.,Ты скоро заедешь к нам.
Ils passeront les vacances en France. (futur simple),Они проведут каникулы во Франции.,Они проводят каникулы во Франции.,Они провели каникулы во Франции.,Они проведут отпуск во Франции.
Je vais au marché. (présent),Я иду на рынок.,Я шёл на рынок сейчас.,Я пойду на рынок сейчас.,Я направляюсь на рынок.
Je suis allé au cinéma hier. (passé composé),Я ходил в кино вчера.,Я хожу в кино вчера.,Я пойду в кино вчера.,Вчера я сходил в кино.
Pendant que j’allais à l’école je chantais. (imparfait),Пока я шёл в школу я пел.,Пока я шёл в школу я пою.,Пока я пойду в школу я пел.,Во время пути в школу я пел.
Nous allons aller en vacances. (futur proche),Мы поедем в отпуск скоро.,Мы едем в отпуск скоро.,Мы поехали в отпуск скоро.,Мы собираемся поехать в отпуск.
Vous irez à la plage. (futur simple),Вы поедете на пляж.,Вы едете на пляж.,Вы поехали на пляж.,Вы отправитесь на пляж.
Je viens de Russie. (présent),Я приезжаю из России.,Я приехал из России сейчас.,Я приеду из России сейчас.,Я родом из России.
Je suis venu te voir. (passé composé),Я пришёл тебя навестить.,Я прихожу тебя навестить.,Я приду тебя навестить.,Я пришёл к тебе.
Pendant que je venais il pleuvait. (imparfait),Пока я шёл шёл дождь.,Пока я шёл идёт дождь.,Пока я приду шёл дождь.,Во время прихода шёл дождь.
Tu vas venir demain ? (futur proche),Ты придёшь завтра?,Ты приходишь завтра?,Ты пришёл завтра?,Ты скоро придёшь?
Ils viendront à la fête. (futur simple),Они придут на вечеринку.,Они приходят на вечеринку.,Они пришли на вечеринку.,Они приедут на праздник.
J’entre dans la maison. (présent),Я вхожу в дом.,Я вошёл в дом сейчас.,Я войду в дом сейчас.,Я захожу в дом.
Je suis entré dans la salle. (passé composé),Я вошёл в зал.,Я вхожу в зал.,Я войду в зал.,Я зашёл в комнату.
Pendant que j’entrais elle souriait. (imparfait),Пока я входил она улыбалась.,Пока я входил она улыбается.,Пока я войду она улыбалась.,Во время входа она улыбалась.
Nous allons entrer bientôt. (futur proche),Мы войдём скоро.,Мы входим скоро.,Мы вошли скоро.,Мы собираемся войти скоро.
Vous entrerez par la porte. (futur simple),Вы войдёте через дверь.,Вы входите через дверь.,Вы вошли через дверь.,Вы зайдёте через дверь.
Je sors du bureau à 18h. (présent),Я выхожу из офиса в 18.,Я вышел из офиса в 18 сейчас.,Я выйду из офиса в 18 сейчас.,Я покидаю офис в 18 часов.
Je suis sorti hier soir. (passé composé),Я вышел вчера вечером.,Я выхожу вчера вечером.,Я выйду вчера вечером.,Вчера вечером я вышел.
Pendant que je sortais il pleuvait. (imparfait),Пока я выходил шёл дождь.,Пока я выходил идёт дождь.,Пока я выйду шёл дождь.,Во время выхода шёл дождь.
Tu vas sortir ce soir ? (futur proche),Ты выйдешь сегодня вечером?,Ты выходишь сегодня вечером?,Ты вышел сегодня вечером?,Ты скоро выйдешь?
Ils sortiront avec des amis. (futur simple),Они выйдут с друзьями.,Они выходят с друзьями.,Они вышли с друзьями.,Они выйдут с друзьями.
Je nais en 1995. (présent, rare but for example),Я родился в 1995.,Я рождаюсь в 1995.,Я рожусь в 1995.,Я появился на свет в 1995.
Je suis né à Moscou. (passé composé),Я родился в Москве.,Я рождаюсь в Москве.,Я рожусь в Москве.,Я родился в Москве.
Je reste à la maison aujourd’hui. (présent),Я остаюсь дома сегодня.,Я остался дома сегодня.,Я останусь дома сегодня.,Я остаюсь дома.
Je suis resté chez moi hier. (passé composé),Я остался дома вчера.,Я остаюсь дома вчера.,Я останусь дома вчера.,Вчера я остался дома.
Pendant que je restais là je lisais. (imparfait),Пока я оставался там я читал.,Пока я оставался там я читаю.,Пока я останусь там я читал.,Во время пребывания там я читал.
Nous allons rester ici. (futur proche),Мы останемся здесь скоро.,Мы остаёмся здесь скоро.,Мы остались здесь скоро.,Мы собираемся остаться здесь.
Vous resterez une semaine. (futur simple),Вы останетесь на неделю.,Вы остаётесь на неделю.,Вы остались на неделю.,Вы пробудете неделю.
Je fais du sport. (présent),Я занимаюсь спортом.,Я занимался спортом сейчас.,Я займусь спортом сейчас.,Я делаю спорт.
J’ai fait mes devoirs. (passé composé),Я сделал домашнее задание.,Я делаю домашнее задание.,Я сделаю домашнее задание.,Я выполнил уроки.
Pendant que je faisais la cuisine elle parlait. (imparfait),Пока я готовил она говорила.,Пока я готовил она говорит.,Пока я сделаю она говорила.,Во время приготовления она разговаривала.
Tu vas faire un gâteau. (futur proche),Ты испечёшь торт скоро.,Ты печёшь торт скоро.,Ты испёк торт скоро.,Ты собираешься сделать торт.
Ils feront un voyage. (futur simple),Они совершат путешествие.,Они совершают путешествие.,Они совершили путешествие.,Они сделают поездку.
Je bois du café le matin. (présent),Я пью кофе утром.,Я выпил кофе утром.,Я выпью кофе утром.,Я пью кофе по утрам.
J’ai bu un verre d’eau. (passé composé),Я выпил стакан воды.,Я пью стакан воды.,Я выпью стакан воды.,Я выпил воду.
Pendant que je buvais il racontait. (imparfait),Пока я пил он рассказывал.,Пока я пил он рассказывает.,Пока я выпью он рассказывал.,Во время питья он рассказывал.
Nous allons boire un café. (futur proche),Мы выпьем кофе скоро.,Мы пьём кофе скоро.,Мы выпили кофе скоро.,Мы собираемся выпить кофе.
Vous boirez du vin. (futur simple),Вы выпьете вино.,Вы пьёте вино.,Вы выпили вино.,Вы будете пить вино.
Je suis content. (présent),Я доволен.,Я был доволен сейчас.,Я буду доволен сейчас.,Я счастлив.
J’ai été malade hier. (passé composé),Я был болен вчера.,Я есть болен вчера.,Я буду болен вчера.,Вчера я болел.
Pendant que j’étais à Paris je visitais. (imparfait),Пока я был в Париже я осматривал.,Пока я был в Париже я осматриваю.,Пока я буду в Париже я осматривал.,Во время пребывания в Париже я гулял.
Tu vas être en retard. (futur proche),Ты опоздаешь скоро.,Ты опаздываешь скоро.,Ты опоздал скоро.,Ты скоро будешь опаздывать.
Ils seront là demain. (futur simple),Они будут там завтра.,Они есть там завтра.,Они были там завтра.,Завтра они будут здесь.
Je parle français. (présent),Я говорю по-французски.,Я говорил по-французски сейчас.,Я поговорю по-французски сейчас.,Я разговариваю по-французски.
J’ai parlé avec lui. (passé composé),Я поговорил с ним.,Я говорю с ним.,Я поговорю с ним.,Я поговорил с ним.
Pendant que je parlais elle écoutait. (imparfait),Пока я говорил она слушала.,Пока я говорил она слушает.,Пока я поговорю она слушала.,Во время разговора она слушала.
Nous allons parler demain. (futur proche),Мы поговорим завтра.,Мы говорим завтра.,Мы поговорили завтра.,Мы скоро поговорим.
Vous parlerez au chef. (futur simple),Вы поговорите с шефом.,Вы говорите с шефом.,Вы поговорили с шефом.,Вы будете разговаривать с начальником.
Je tombe souvent. (présent),Я часто падаю.,Я упал часто.,Я упаду часто.,Я падаю обычно.
Je suis tombé hier. (passé composé),Я упал вчера.,Я падаю вчера.,Я упаду вчера.,Вчера я упал.
Pendant que je tombais je riais. (imparfait),Пока я падал я смеялся.,Пока я падал я смеюсь.,Пока я упаду я смеялся.,Во время падения я смеялся.
Tu vas tomber si tu cours. (futur proche),Ты упадёшь если побежишь.,Ты падаешь если побежишь.,Ты упал если побежишь.,Ты скоро упадёшь если будешь бежать.
Ils tomberont amoureux. (futur simple),Они влюбятся.,Они влюбляются.,Они влюбились.,Они полюбят.
Je répète la phrase. (présent),Я повторяю фразу.,Я повторил фразу сейчас.,Я повторю фразу сейчас.,Я повторяю предложение.
J’ai répété l’exercice. (passé composé),Я повторил упражнение.,Я повторяю упражнение.,Я повторю упражнение.,Я повторил задание.
Pendant que je répétais il apprenait. (imparfait),Пока я повторял он учил.,Пока я повторял он учит.,Пока я повторю он учил.,Во время повторения он учил.
Nous allons répéter demain. (futur proche),Мы повторим завтра.,Мы повторяем завтра.,Мы повторили завтра.,Мы собираемся повторить завтра.
Vous répéterez après moi. (futur simple),Вы повторите за мной.,Вы повторяете за мной.,Вы повторили за мной.,Вы будете повторять за мной.
J’écris une lettre. (présent),Я пишу письмо.,Я написал письмо сейчас.,Я напишу письмо сейчас.,Я пишу письмо.
J’ai écrit un email. (passé composé),Я написал email.,Я пишу email.,Я напишу email.,Я написал письмо по почте.
Pendant que j’écrivais il dormait. (imparfait),Пока я писал он спал.,Пока я писал он спит.,Пока я напишу он спал.,Во время письма он спал.
Tu vas écrire un livre. (futur proche),Ты напишешь книгу скоро.,Ты пишешь книгу скоро.,Ты написал книгу скоро.,Ты скоро напишешь книгу.
Ils écriront un rapport. (futur simple),Они напишут отчёт.,Они пишут отчёт.,Они написали отчёт.,Они напишут доклад.
Je regarde la télé. (présent),Я смотрю телевизор.,Я посмотрел телевизор сейчас.,Я посмотрю телевизор сейчас.,Я смотрю ТВ.
J’ai regardé le film. (passé composé),Я посмотрел фильм.,Я смотрю фильм.,Я посмотрю фильм.,Я посмотрел кино.
Pendant que je regardais elle cuisinait. (imparfait),Пока я смотрел она готовила.,Пока я смотрел она готовит.,Пока я посмотрю она готовила.,Во время просмотра она готовила.
Nous allons regarder un match. (futur proche),Мы посмотрим матч скоро.,Мы смотрим матч скоро.,Мы посмотрели матч скоро.,Мы собираемся посмотреть матч.
Vous regarderez le spectacle. (futur simple),Вы посмотрите спектакль.,Вы смотрите спектакль.,Вы посмотрели спектакль.,Вы будете смотреть шоу.
Je vois mon ami. (présent),Я вижу своего друга.,Я увидел своего друга сейчас.,Я увижу своего друга сейчас.,Я вижу друга.
J’ai vu le film hier. (passé composé),Я видел фильм вчера.,Я вижу фильм вчера.,Я увижу фильм вчера.,Вчера я посмотрел фильм.
Pendant que je voyais le paysage je souriais. (imparfait),Пока я видел пейзаж я улыбался.,Пока я видел пейзаж я улыбаюсь.,Пока я увижу пейзаж я улыбался.,Во время вида пейзажа я улыбался.
Tu vas voir le docteur. (futur proche),Ты увидишь врача скоро.,Ты видишь врача скоро.,Ты увидел врача скоро.,Ты скоро увидишь доктора.
Ils verront le résultat. (futur simple),Они увидят результат.,Они видят результат.,Они увидели результат.,Они увидят итог.
Je réponds à ta question. (présent),Я отвечаю на твой вопрос.,Я ответил на твой вопрос сейчас.,Я отвечу на твой вопрос сейчас.,Я отвечаю на вопрос.
J’ai répondu à l’email. (passé composé),Я ответил на письмо.,Я отвечаю на письмо.,Я отвечу на письмо.,Я ответил на email.
Pendant que je répondais il attendait. (imparfait),Пока я отвечал он ждал.,Пока я отвечал он ждёт.,Пока я отвечу он ждал.,Во время ответа он ждал.
Nous allons répondre demain. (futur proche),Мы ответим завтра.,Мы отвечаем завтра.,Мы ответили завтра.,Мы скоро ответим.
Vous répondrez au client. (futur simple),Вы ответите клиенту.,Вы отвечаете клиенту.,Вы ответили клиенту.,Вы ответите клиенту.
Je mange une pomme. (présent),Я ем яблоко.,Я съел яблоко сейчас.,Я съем яблоко сейчас.,Я кушаю яблоко.
J’ai mangé au restaurant. (passé composé),Я поел в ресторане.,Я ем в ресторане.,Я поем в ресторане.,Я покушал в ресторане.
Pendant que je mangeais il parlait. (imparfait),Пока я ел он говорил.,Пока я ел он говорит.,Пока я поем он говорил.,Во время еды он разговаривал.
Tu vas manger avec nous. (futur proche),Ты поешь с нами скоро.,Ты ешь с нами скоро.,Ты поел с нами скоро.,Ты скоро поешь с нами.
Ils mangeront ensemble. (futur simple),Они поедят вместе.,Они едят вместе.,Они поели вместе.,Они будут есть вместе.
Je danse bien. (présent),Я хорошо танцую.,Я танцевал хорошо сейчас.,Я потанцую хорошо сейчас.,Я танцую хорошо.
J’ai dansé toute la nuit. (passé composé),Я танцевал всю ночь.,Я танцую всю ночь.,Я потанцую всю ночь.,Я потанцевал всю ночь.
Pendant que je dansais elle riait. (imparfait),Пока я танцевал она смеялась.,Пока я танцевал она смеётся.,Пока я потанцую она смеялась.,Во время танца она смеялась.
Nous allons danser ce soir. (futur proche),Мы потанцуем сегодня вечером.,Мы танцуем сегодня вечером.,Мы потанцевали сегодня вечером.,Мы собираемся потанцевать вечером.
Vous danserez à la fête. (futur simple),Вы потанцуете на празднике.,Вы танцуете на празднике.,Вы потанцевали на празднике.,Вы будете танцевать на вечеринке.
Je laisse la porte ouverte. (présent),Я оставляю дверь открытой.,Я оставил дверь открытой сейчас.,Я оставлю дверь открытой сейчас.,Я оставляю дверь открытой.
J’ai laissé un message. (passé composé),Я оставил сообщение.,Я оставляю сообщение.,Я оставлю сообщение.,Я оставил записку.
Pendant que je laissais il entrait. (imparfait),Пока я оставлял он входил.,Пока я оставлял он входит.,Пока я оставлю он входил.,Во время оставления он входил.
Tu vas laisser ton sac ici. (futur proche),Ты оставишь сумку здесь скоро.,Ты оставляешь сумку здесь скоро.,Ты оставил сумку здесь скоро.,Ты скоро оставишь сумку.
Ils laisseront les clés. (futur simple),Они оставят ключи.,Они оставляют ключи.,Они оставили ключи.,Они оставят ключи.
Je cherche mon téléphone. (présent),Я ищу свой телефон.,Я искал свой телефон сейчас.,Я поищу свой телефон сейчас.,Я ищу телефон.
J’ai cherché partout. (passé composé),Я искал везде.,Я ищу везде.,Я поищу везде.,Я поискал везде.
Pendant que je cherchais elle attendait. (imparfait),Пока я искал она ждала.,Пока я искал она ждёт.,Пока я поищу она ждала.,Во время поиска она ждала.
Nous allons chercher une solution. (futur proche),Мы поищем решение скоро.,Мы ищем решение скоро.,Мы поискали решение скоро.,Мы собираемся искать решение.
Vous chercherez un hôtel. (futur simple),Вы поищете отель.,Вы ищете отель.,Вы поискали отель.,Вы будете искать гостиницу.
Je visite Paris souvent. (présent),Я часто посещаю Париж.,Я посетил Париж часто.,Я посещу Париж часто.,Я осматриваю Париж обычно.
J’ai visité le musée hier. (passé composé),Я посетил музей вчера.,Я посещаю музей вчера.,Я посещу музей вчера.,Вчера я сходил в музей.
Pendant que je visitais la ville je prenais des photos. (imparfait),Пока я осматривал город я фотографировал.,Пока я осматривал город я фотографирую.,Пока я осмотрю город я фотографировал.,Во время осмотра города я делал фото.
Tu vas visiter la France. (futur proche),Ты посетишь Францию скоро.,Ты посещаешь Францию скоро.,Ты посетил Францию скоро.,Ты скоро поедешь во Францию.
Ils visiteront Rome. (futur simple),Они посетят Рим.,Они посещают Рим.,Они посетили Рим.,Они поедут в Рим.
Je voyage beaucoup. (présent),Я много путешествую.,Я путешествовал много сейчас.,Я попутешествую много сейчас.,Я путешествую часто.
J’ai voyagé en Espagne. (passé composé),Я путешествовал по Испании.,Я путешествую по Испании.,Я попутешествую по Испании.,Я съездил в Испанию.
Pendant que je voyageais je lisais. (imparfait),Пока я путешествовал я читал.,Пока я путешествовал я читаю.,Пока я попутешествую я читал.,Во время путешествия я читал.
Nous allons voyager l’été prochain. (futur proche),Мы поедем в путешествие следующим летом.,Мы едем в путешествие следующим летом.,Мы поехали в путешествие следующим летом.,Мы скоро поедем в отпуск.
Vous voyagerez en train. (futur simple),Вы поедете поездом.,Вы едете поездом.,Вы поехали поездом.,Вы будете путешествовать поездом.
Je prépare le dîner. (présent),Я готовлю ужин.,Я приготовил ужин сейчас.,Я приготовлю ужин сейчас.,Я готовлю ужин.
J’ai préparé le repas. (passé composé),Я приготовил еду.,Я готовлю еду.,Я приготовлю еду.,Я сделал ужин.
Pendant que je préparais il mettait la table. (imparfait),Пока я готовил он накрывал на стол.,Пока я готовил он накрывает на стол.,Пока я приготовлю он накрывал на стол.,Во время готовки он сервировал.
Nous allons préparer une fête. (futur proche),Мы подготовим праздник скоро.,Мы готовим праздник скоро.,Мы подготовили праздник скоро.,Мы собираемся подготовить вечеринку.
Ils prépareront le voyage. (futur simple),Они подготовят поездку.,Они готовят поездку.,Они подготовили поездку.,Они подготовят путешествие.
Je joue au football. (présent),Я играю в футбол.,Я играл в футбол сейчас.,Я сыграю в футбол сейчас.,Я играю в футбол.
J’ai joué avec mes amis. (passé composé),Я поиграл с друзьями.,Я играю с друзьями.,Я поиграю с друзьями.,Я сыграл с друзьями.
Pendant que je jouais il regardait. (imparfait),Пока я играл он смотрел.,Пока я играл он смотрит.,Пока я сыграю он смотрел.,Во время игры он смотрел.
Tu vas jouer demain. (futur proche),Ты сыграешь завтра.,Ты играешь завтра.,Ты сыграл завтра.,Ты скоро поиграешь.
Vous jouerez de la musique. (futur simple),Вы будете играть музыку.,Вы играете музыку.,Вы играли музыку.,Вы сыграете на инструменте.
Je trouve ça intéressant. (présent),Я нахожу это интересным.,Я нашёл это интересным сейчас.,Я найду это интересным сейчас.,Я считаю это интересным.
J’ai trouvé mon téléphone. (passé composé),Я нашёл свой телефон.,Я нахожу свой телефон.,Я найду свой телефон.,Я отыскал телефон.
Pendant que je trouvais la solution je réfléchissais. (imparfait),Пока я находил решение я размышлял.,Пока я находил решение я размышляю.,Пока я найду решение я размышлял.,Во время поиска решения я думал.
Nous allons trouver une idée. (futur proche),Мы найдём идею скоро.,Мы находим идею скоро.,Мы нашли идею скоро.,Мы скоро найдём идею.
Ils trouveront un travail. (futur simple),Они найдут работу.,Они находят работу.,Они нашли работу.,Они отыщут работу.
J’habite à Moscou. (présent),Я живу в Москве.,Я жил в Москве сейчас.,Я буду жить в Москве сейчас.,Я проживаю в Москве.
J’ai habité à Paris. (passé composé),Я жил в Париже.,Я живу в Париже.,Я буду жить в Париже.,Я пожил в Париже.
Pendant que j’habitais là je travaillais. (imparfait),Пока я жил там я работал.,Пока я жил там я работаю.,Пока я поживу там я работал.,Во время проживания там я работал.
Nous allons habiter ensemble. (futur proche),Мы будем жить вместе скоро.,Мы живём вместе скоро.,Мы жили вместе скоро.,Мы скоро будем жить вместе.
Vous habiterez en France. (futur simple),Вы будете жить во Франции.,Вы живёте во Франции.,Вы жили во Франции.,Вы поживёте во Франции.
Je commande un café. (présent),Я заказываю кофе.,Я заказал кофе сейчас.,Я закажу кофе сейчас.,Я заказываю кофе.
J’ai commandé le repas. (passé composé),Я заказал еду.,Я заказываю еду.,Я закажу еду.,Я сделал заказ.
Pendant que je commandais il payait. (imparfait),Пока я заказывал он платил.,Пока я заказывал он платит.,Пока я закажу он платил.,Во время заказа он платил.
Tu vas commander un taxi. (futur proche),Ты закажешь такси скоро.,Ты заказываешь такси скоро.,Ты заказал такси скоро.,Ты скоро закажешь такси.
Ils commanderont le dessert. (futur simple),Они закажут десерт.,Они заказывают десерт.,Они заказали десерт.,Они сделают заказ на десерт.
J’étudie le français. (présent),Я изучаю французский.,Я изучал французский сейчас.,Я изучу французский сейчас.,Я учу французский.
J’ai étudié toute la journée. (passé composé),Я учился весь день.,Я учусь весь день.,Я поучусь весь день.,Я проучился весь день.
Pendant que j’étudiais je prenais des notes. (imparfait),Пока я учился я делал заметки.,Пока я учился я делаю заметки.,Пока я поучусь я делал заметки.,Во время учёбы я записывал.
Nous allons étudier ensemble. (futur proche),Мы будем учиться вместе скоро.,Мы учимся вместе скоро.,Мы учились вместе скоро.,Мы скоро будем учиться вместе.
Vous étudierez à l’université. (futur simple),Вы будете учиться в университете.,Вы учитесь в университете.,Вы учились в университете.,Вы поучитесь в вузе.
Je veux un café. (présent),Я хочу кофе.,Я хотел кофе сейчас.,Я захочу кофе сейчас.,Я желаю кофе.J’ai voulu partir. (passé composé),Я хотел уйти.,Я хочу уйти.,Я захочу уйти.,Я захотел уйти.
Pendant que je voulais dormir il parlait. (imparfait),Пока я хотел спать он говорил.,Пока я хотел спать он говорит.,Пока я захочу спать он говорил.,Во время желания спать он разговаривал.
Tu vas vouloir ça. (futur proche),Ты захочешь это скоро.,Ты хочешь это скоро.,Ты хотел это скоро.,Ты скоро захочешь это.
Ils voudront venir. (futur simple),Они захотят прийти.,Они хотят прийти.,Они хотели прийти.,Они пожелают прийти.
Je dors bien. (présent),Я хорошо сплю.,Я спал хорошо сейчас.,Я посплю хорошо сейчас.,Я сплю хорошо.
J’ai dormi 8 heures. (passé composé),Я спал 8 часов.,Я сплю 8 часов.,Я посплю 8 часов.,Я проспал 8 часов.
Pendant que je dormais il travaillait. (imparfait),Пока я спал он работал.,Пока я спал он работает.,Пока я посплю он работал.,Во время сна он работал.
Nous allons dormir tôt. (futur proche),Мы ляжем спать рано скоро.,Мы ложимся спать рано скоро.,Мы легли спать рано скоро.,Мы скоро ляжем спать.
Vous dormirez bien. (futur simple),Вы хорошо поспите.,Вы хорошо спите.,Вы хорошо спали.,Вы будете спать хорошо.
Je peux venir. (présent),Я могу прийти.,Я мог прийти сейчас.,Я смогу прийти сейчас.,Я в состоянии прийти.
J’ai pu finir. (passé composé),Я смог закончить.,Я могу закончить.,Я смогу закончить.,Я сумел завершить.
Pendant que je pouvais je lisais. (imparfait),Пока я мог я читал.,Пока я мог я читаю.,Пока я смогу я читал.,Во время возможности я читал.
Tu vas pouvoir aider. (futur proche),Ты сможешь помочь скоро.,Ты можешь помочь скоро.,Ты смог помочь скоро.,Ты скоро сможешь помочь.
Ils pourront venir. (futur simple),Они смогут прийти.,Они могут прийти.,Они смогли прийти.,Они смогут приехать.
Je t’invite au restaurant. (présent),Я приглашаю тебя в ресторан.,Я пригласил тебя в ресторан сейчас.,Я приглашу тебя в ресторан сейчас.,Я зову тебя в ресторан.
Je t’ai invité hier. (passé composé),Я пригласил тебя вчера.,Я приглашаю тебя вчера.,Я приглашу тебя вчера.,Я позвал тебя вчера.
