Je suis là maintenant. (présent),Я сейчас здесь.,Я был здесь сейчас.,Я буду здесь сейчас.,Я здесь в данный момент постоянно.
Pendant que je t’invitais il souriait. (imparfait),Пока я приглашал тебя он улыбался.,Пока я приглашал тебя он улыбается.,Пока я приглашу тебя он улыбался.,Во время приглашения он улыбался.
Nous allons t’inviter. (futur proche),Мы пригласим тебя скоро.,Мы приглашаем тебя скоро.,Мы пригласили тебя скоро.,Мы скоро пригласим тебя.
Vous inviterez vos amis. (futur simple),Вы пригласите своих друзей.,Вы приглашаете своих друзей.,Вы пригласили своих друзей.,Вы позовёте друзей.
Je te pardonne. (présent),Я прощаю тебя.,Я простил тебя сейчас.,Я прощу тебя сейчас.,Я тебя прощаю.
J’ai pardonné son erreur. (passé composé),Я простил его ошибку.,Я прощаю его ошибку.,Я прощу его ошибку.,Я простил ошибку.
Pendant que je pardonnais elle pleurait. (imparfait),Пока я прощал она плакала.,Пока я прощал она плачет.,Пока я прощу она плакала.,Во время прощения она плакала.
Nous allons lui pardonner. (futur proche),Мы простим ему скоро.,Мы прощаем ему скоро.,Мы простили ему скоро.,Мы скоро простим ему.
Ils pardonneront tout. (futur simple),Они простят всё.,Они прощают всё.,Они простили всё.,Они всё простят.Je dis la vérité. (présent),Я говорю правду.,Я сказал правду сейчас.,Я скажу правду сейчас.,Я говорю правду.
J’ai dit bonjour. (passé composé),Я сказал здравствуйте.,Я говорю здравствуйте.,Я скажу здравствуйте.,Я поздоровался.
Pendant que je disais il écoutait. (imparfait),Пока я говорил он слушал.,Пока я говорил он слушает.,Пока я скажу он слушал.,Во время речи он слушал.
Tu vas dire la vérité. (futur proche),Ты скажешь правду скоро.,Ты говоришь правду скоро.,Ты сказал правду скоро.,Ты скоро скажешь правду.
Vous direz merci. (futur simple),Вы скажете спасибо.,Вы говорите спасибо.,Вы сказали спасибо.,Вы поблагодарите.
Je bats les œufs. (présent),Я взбиваю яйца.,Я взбил яйца сейчас.,Я взобью яйца сейчас.,Я мешаю яйца.
J’ai battu le record. (passé composé),Я побил рекорд.,Я бью рекорд.,Я побью рекорд.,Я установил рекорд.
Pendant que je battais les œufs elle préparait. (imparfait),Пока я взбивал яйца она готовила.,Пока я взбивал яйца она готовит.,Пока я взобью яйца она готовила.,Во время взбивания она готовила.
Nous allons battre l’équipe. (futur proche),Мы победим команду скоро.,Мы побеждаем команду скоро.,Мы победили команду скоро.,Мы скоро победим команду.
Ils battront le record. (futur simple),Они побьют рекорд.,Они бьют рекорд.,Они побили рекорд.,Они установят рекорд.
Je comprends bien. (présent),Я хорошо понимаю.,Я понял хорошо сейчас.,Я пойму хорошо сейчас.,Я понимаю хорошо.
J’ai compris la leçon. (passé composé),Я понял урок.,Я понимаю урок.,Я пойму урок.,Я уловил урок.
Pendant que je comprenais je posais des questions. (imparfait),Пока я понимал я задавал вопросы.,Пока я понимал я задаю вопросы.,Пока я пойму я задавал вопросы.,Во время понимания я спрашивал.
Tu vas comprendre bientôt. (futur proche),Ты скоро поймёшь.,Ты понимаешь скоро.,Ты понял скоро.,Ты скоро уразумеешь.
Ils comprendront tout. (futur simple),Они поймут всё.,Они понимают всё.,Они поняли всё.,Они всё поймут.
J’achète du pain. (présent),Я покупаю хлеб.,Я купил хлеб сейчас.,Я куплю хлеб сейчас.,Я приобретаю хлеб.
J’ai acheté un cadeau. (passé composé),Я купил подарок.,Я покупаю подарок.,Я куплю подарок.,Я приобрёл подарок.
Pendant que j’achetais il attendait. (imparfait),Пока я покупал он ждал.,Пока я покупал он ждёт.,Пока я куплю он ждал.,Во время покупки он ждал.
Nous allons acheter une voiture. (futur proche),Мы купим машину скоро.,Мы покупаем машину скоро.,Мы купили машину скоро.,Мы скоро купим авто.
Vous achèterez des vêtements. (futur simple),Вы купите одежду.,Вы покупаете одежду.,Вы купили одежду.,Вы приобретёте вещи.
J’apporte le livre à toi. (présent),Я приношу книгу тебе.,Я принёс книгу тебе сейчас.,Я принесу книгу тебе сейчас.,Я несу книгу тебе.
Je t’ai apporté un cadeau. (passé composé),Я принёс тебе подарок.,Я приношу тебе подарок.,Я принесу тебе подарок.,Я принёс тебе подарок.
Pendant que j’apportais le repas elle souriait. (imparfait),Пока я приносил еду она улыбалась.,Пока я приносил еду она улыбается.,Пока я принесу еду она улыбалась.,Во время принесения еды она улыбалась.
Nous allons apporter les documents. (futur proche),Мы принесём документы скоро.,Мы приносим документы скоро.,Мы принесли документы скоро.,Мы скоро принесём бумаги.
Ils apporteront le vin. (futur simple),Они принесут вино.,Они приносят вино.,Они принесли вино.,Они принесут вино.
Je paie l’addition. (présent),Я оплачиваю счёт.,Я оплатил счёт сейчас.,Я оплачу счёт сейчас.,Я плачу по счёту.
J’ai payé le repas. (passé composé),Я оплатил еду.,Я оплачиваю еду.,Я оплачу еду.,Я заплатил за обед.
Pendant que je payais il attendait. (imparfait),Пока я платил он ждал.,Пока я платил он ждёт.,Пока я оплачу он ждал.,Во время оплаты он ждал.
Tu vas payer demain. (futur proche),Ты заплатишь завтра.,Ты платишь завтра.,Ты заплатил завтра.,Ты скоро заплатишь.
Vous paierez le billet. (futur simple),Вы оплатите билет.,Вы оплачиваете билет.,Вы оплатили билет.,Вы заплатите за билет.
Je ris souvent. (présent),Я часто смеюсь.,Я смеялся часто сейчас.,Я посмеюсь часто сейчас.,Я смеюсь часто.
J’ai ri beaucoup. (passé composé),Я много смеялся.,Я смеюсь много.,Я посмеюсь много.,Я посмеялся сильно.
Pendant que je riais elle dansait. (imparfait),Пока я смеялся она танцевала.,Пока я смеялся она танцует.,Пока я посмеюсь она танцевала.,Во время смеха она танцевала.
Nous allons rire ensemble. (futur proche),Мы посмеёмся вместе скоро.,Мы смеёмся вместе скоро.,Мы посмеялись вместе скоро.,Мы скоро посмеёмся вместе.
Ils riront de la blague. (futur simple),Они посмеются над шуткой.,Они смеются над шуткой.,Они посмеялись над шуткой.,Они будут смеяться над анекдотом.
Je voudrais un café. (conditionnel présent),Я бы хотел кофе.,Я хотел кофе сейчас.,Я захочу кофе сейчас.,Я хотел бы кофе.
J’aurais voulu venir. (conditionnel passé),Я бы хотел прийти.,Я хочу прийти.,Я захочу прийти.,Я хотел бы прийти раньше.
Je souris souvent. (présent),Я часто улыбаюсь.,Я улыбался часто сейчас.,Я улыбнусь часто сейчас.,Я улыбаюсь часто.
J’ai souri à lui. (passé composé),Я улыбнулся ему.,Я улыбаюсь ему.,Я улыбнусь ему.,Я улыбнулся ему.
Pendant que je souriais il parlait. (imparfait),Пока я улыбался он говорил.,Пока я улыбался он говорит.,Пока я улыбнусь он говорил.,Во время улыбки он говорил.
Tu vas sourire. (futur proche),Ты улыбнёшься скоро.,Ты улыбаешься скоро.,Ты улыбнулся скоро.,Ты скоро улыбнёшься.
Ils souriront sur la photo. (futur simple),Они улыбнутся на фото.,Они улыбаются на фото.,Они улыбнулись на фото.,Они улыбнутся на фотографии.
Je lui montre la photo devant la maison. (présent),Я показываю ему фото перед домом.,Я показал ему фото перед домом сейчас.,Я покажу ему фото перед домом сейчас.,Я ему демонстрирую снимок спереди дома.
Je lui ai montré le chemin en bas de la rue. (passé composé),Я показал ему дорогу внизу улицы.,Я показываю ему дорогу внизу улицы.,Я покажу ему дорогу внизу улицы.,Я ему показал путь снизу по улице.
Pendant que je lui montrais le plan elle souriait. (imparfait),Пока я показывал ему план она улыбалась.,Пока я показал ему план она улыбалась.,Пока я покажу ему план она улыбалась.,Во время показа плана она улыбалась.
Tu vas lui montrer la ville demain. (futur proche),Ты покажешь ему город завтра.,Ты показываешь ему город завтра.,Ты показал ему город завтра.,Ты скоро покажешь ему город.
Ils lui montreront le document au milieu de la table. (futur simple),Они покажут ему документ посередине стола.,Они показывают ему документ посередине стола.,Они показали ему документ посередине стола.,Они продемонстрируют ему бумагу в центре стола.
Je lui apprends le français à droite du parc. (présent),Я учу его французскому справа от парка.,Я научил его французскому справа от парка сейчас.,Я научу его французскому справа от парка сейчас.,Я ему преподаю французский с правой стороны парка.
Je lui ai appris la nouvelle hier. (passé composé),Я узнал ему новость вчера.,Я узнаю ему новость вчера.,Я узнаю ему новость вчера.,Вчера я сообщил ему новость.
Pendant que je lui apprenais la règle il écoutait. (imparfait),Пока я учил его правилу он слушал.,Пока я учил его правилу он слушает.,Пока я научу его правилу он слушал.,Во время обучения правилу он слушал.
Nous allons lui apprendre à conduire en bas de la colline. (futur proche),Мы научим его водить внизу холма скоро.,Мы учим его водить внизу холма скоро.,Мы научили его водить внизу холма скоро.,Мы скоро научим его водить снизу холма.
Vous lui apprendrez la chanson devant tout le monde. (futur simple),Вы научите его песне перед всеми.,Вы учите его песне перед всеми.,Вы научили его песне перед всеми.,Вы научите его песне на глазах у всех.
Je lui demande de l’aide à gauche de l’entrée. (présent),Я прошу у него помощи слева от входа.,Я попросил у него помощи слева от входа сейчас.,Я попрошу у него помощи слева от входа сейчас.,Я у него спрашиваю помощь с левой стороны входа.
Je lui ai demandé son avis derrière la porte. (passé composé),Я спросил у него мнение за дверью.,Я спрашиваю у него мнение за дверью.,Я спрошу у него мнение за дверью.,Я попросил его совета позади двери.
Pendant que je lui demandais le prix elle réfléchissait. (imparfait),Пока я спрашивал у неё цену она размышляла.,Пока я спрашивал у неё цену она размышляет.,Пока я спрошу у неё цену она размышляла.,Во время вопроса о цене она думала.
Il va lui demander de venir au milieu de la salle. (futur proche),Он попросит её прийти посередине зала скоро.,Он просит её прийти посередине зала скоро.,Он попросил её прийти посередине зала скоро.,Он скоро попросит её прийти в центре комнаты.
Ils lui demanderont l’heure en bas de l’escalier. (futur simple),Они спросят у неё время внизу лестницы.,Они спрашивают у неё время внизу лестницы.,Они спросили у неё время внизу лестницы.,Они спросят время у неё снизу по лестнице.
Je lui dis la vérité devant tout le monde. (présent),Я говорю ему правду перед всеми.,Я сказал ему правду перед всеми сейчас.,Я скажу ему правду перед всеми сейчас.,Я ему рассказываю правду на глазах у всех.
Je lui ai dit bonjour à droite du café. (passé composé),Я сказал ему здравствуйте справа от кафе.,Я говорю ему здравствуйте справа от кафе.,Я скажу ему здравствуйте справа от кафе.,Я поздоровался с ним с правой стороны кафе.
Pendant que je lui disais au revoir elle pleurait. (imparfait),Пока я говорил ему до свидания она плакала.,Пока я говорил ему до свидания она плачет.,Пока я скажу ему до свидания она плакала.,Во время прощания она плакала.
Tu vas lui dire la nouvelle demain. (futur proche),Ты скажешь ему новость завтра.,Ты говоришь ему новость завтра.,Ты сказал ему новость завтра.,Ты скоро скажешь ему новость.
Vous lui direz merci en dessous de la fenêtre. (futur simple),Вы скажете ему спасибо под окном.,Вы говорите ему спасибо под окном.,Вы сказали ему спасибо под окном.,Вы поблагодарите его снизу окна.
Je lui vois le sourire là-bas. (présent),Я вижу его улыбку там вдали.,Я увидел его улыбку там вдали сейчас.,Я увижу его улыбку там вдали сейчас.,Я замечаю его улыбку вон там.
Je lui ai vu le problème hier. (passé composé),Я увидел у него проблему вчера.,Я вижу у него проблему вчера.,Я увижу у него проблему вчера.,Вчера я заметил его проблему.
Pendant que je lui voyais la peur elle tremblait. (imparfait),Пока я видел у неё страх она дрожала.,Пока я видел у неё страх она дрожит.,Пока я увижу у неё страх она дрожала.,Во время наблюдения страха она дрожала.
Nous allons lui voir le résultat demain. (futur proche),Мы увидим его результат завтра.,Мы видим его результат завтра.,Мы увидели его результат завтра.,Мы скоро увидим его итог.
Ils lui verront la différence à gauche de la route. (futur simple),Они увидят разницу у него слева от дороги.,Они видят разницу у него слева от дороги.,Они увидели разницу у него слева от дороги.,Они заметят разницу с левой стороны дороги.
Je lui fais un cadeau pour eux. (présent),Я делаю ему подарок для них.,Я сделал ему подарок для них сейчас.,Я сделаю ему подарок для них сейчас.,Я готовлю подарок ему для них.
Je lui ai fait une surprise derrière la maison. (passé composé),Я сделал ему сюрприз за домом.,Я делаю ему сюрприз за домом.,Я сделаю ему сюрприз за домом.,Я устроил ему сюрприз позади дома.
Pendant que je lui faisais la cuisine il attendait. (imparfait),Пока я готовил ему еду он ждал.,Пока я готовил ему еду он ждёт.,Пока я сделаю ему еду он ждал.,Во время приготовления еды он ждал.
Tu vas lui faire un dessin au milieu du cahier. (futur proche),Ты сделаешь ему рисунок посередине тетради скоро.,Ты делаешь ему рисунок посередине тетради скоро.,Ты сделал ему рисунок посередине тетради скоро.,Ты скоро нарисуешь ему картинку в центре тетради.
Ils lui feront une fête en bas de la rue. (futur simple),Они устроят ему праздник внизу улицы.,Они устраивают ему праздник внизу улицы.,Они устроили ему праздник внизу улицы.,Они сделают ему вечеринку снизу по улице.
Je lui vais chez lui demain. (présent + futur proche),Я иду к нему домой завтра.,Я шёл к нему домой завтра.,Я пойду к нему домой завтра.,Я направляюсь к нему домой завтра.
Je suis allé lui parler à droite du bâtiment. (passé composé),Я сходил поговорить с ним справа от здания.,Я хожу поговорить с ним справа от здания.,Я схожу поговорить с ним справа от здания.,Я пошёл к нему поговорить с правой стороны здания.
Pendant que j’allais lui rendre visite elle préparait. (imparfait),Пока я шёл к нему в гости она готовила.,Пока я шёл к нему в гости она готовит.,Пока я пойду к нему в гости она готовила.,Во время пути к нему она готовила.
Nous allons lui aller ensemble devant l’école. (futur proche),Мы пойдём к нему вместе перед школой скоро.,Мы идём к нему вместе перед школой скоро.,Мы пошли к нему вместе перед школой скоро.,Мы скоро пойдём к нему вместе спереди школы.
Vous irez lui porter le paquet derrière le magasin. (futur simple),Вы пойдёте отнести ему пакет за магазином.,Вы идёте отнести ему пакет за магазином.,Вы пошли отнести ему пакет за магазином.,Вы отнесёте ему посылку позади магазина.
Je lui viens avec eux. (présent),Я прихожу к нему с ними.,Я пришёл к нему с ними сейчас.,Я приду к нему с ними сейчас.,Я иду к нему вместе с ними.
Je suis venu lui apporter le livre en dessous de l’arbre. (passé composé),Я пришёл принести ему книгу под деревом.,Я прихожу принести ему книгу под деревом.,Я приду принести ему книгу под деревом.,Я пришёл к нему с книгой снизу дерева.
Pendant que je venais lui parler il souriait. (imparfait),Пока я шёл к нему поговорить он улыбался.,Пока я шёл к нему поговорить он улыбается.,Пока я приду к нему поговорить он улыбался.,Во время прихода к нему он улыбался.
Tu vas lui venir demain à gauche du pont. (futur proche),Ты придёшь к нему завтра слева от моста.,Ты приходишь к нему завтра слева от моста.,Ты пришёл к нему завтра слева от моста.,Ты скоро придёшь к нему с левой стороны моста.
Ils viendront lui rendre visite au milieu du parc. (futur simple),Они придут навестить его посередине парка.,Они приходят навестить его посередине парка.,Они пришли навестить его посередине парка.,Они навестят его в центре парка.
Je lui prends le livre pour elle. (présent),Я беру книгу для неё у него.,Я взял книгу для неё у него сейчас.,Я возьму книгу для неё у него сейчас.,Я забираю книгу ему для неё.
Je lui ai pris la place à droite de la table. (passé composé),Я занял ему место справа от стола.,Я занимаю ему место справа от стола.,Я займу ему место справа от стола.,Я взял место для него с правой стороны стола.
Pendant que je lui prenais le sac elle attendait. (imparfait),Пока я брал ему сумку она ждала.,Пока я брал ему сумку она ждёт.,Пока я возьму ему сумку она ждала.,Во время взятия сумки она ждала.
Nous allons lui prendre un rendez-vous en bas de l’immeuble. (futur proche),Мы запишем ему встречу внизу здания скоро.,Мы записываем ему встречу внизу здания скоро.,Мы записали ему встречу внизу здания скоро.,Мы скоро забронируем ему встречу снизу дома.
Vous lui prendrez le ticket devant la gare. (futur simple),Вы возьмёте ему билет перед вокзалом.,Вы берёте ему билет перед вокзалом.,Вы взяли ему билет перед вокзалом.,Вы приобретёте ему билет спереди вокзала.
Je lui donne le cadeau pour eux. (présent),Я даю ему подарок для них.,Я дал ему подарок для них сейчас.,Я дам ему подарок для них сейчас.,Я вручаю подарок ему для них.
Je lui ai donné les clés derrière la porte. (passé composé),Я дал ему ключи за дверью.,Я даю ему ключи за дверью.,Я дам ему ключи за дверью.,Я вручил ключи ему позади двери.
Pendant que je lui donnais l’argent il comptait. (imparfait),Пока я давал ему деньги он считал.,Пока я давал ему деньги он считает.,Пока я дам ему деньги он считал.,Во время вручения денег он считал.
Tu vas lui donner la réponse au milieu de la réunion. (futur proche),Ты дашь ему ответ посередине совещания скоро.,Ты даёшь ему ответ посередине совещания скоро.,Ты дал ему ответ посередине совещания скоро.,Ты скоро сообщишь ему ответ в центре встречи.
Ils lui donneront l’information en dessous du pont. (futur simple),Они дадут ему информацию под мостом.,Они дают ему информацию под мостом.,Они дали ему информацию под мостом.,Они предоставят ему сведения снизу моста.
Je lui sais la réponse là-bas. (présent),Я знаю ответ для него там вдали.,Я знал ответ для него там вдали сейчас.,Я узнаю ответ для него там вдали сейчас.,Я знаю решение ему вон там.
Je lui ai su la vérité hier. (passé composé),Я узнал для него правду вчера.,Я узнаю для него правду вчера.,Я узнаю для него правду вчера.,Вчера я выяснил правду для него.
Pendant que je lui savais le secret elle attendait. (imparfait),Пока я знал для него секрет она ждала.,Пока я знал для него секрет она ждёт.,Пока я узнаю для него секрет она ждала.,Во время знания секрета она ждала.
Nous allons lui savoir le résultat demain. (futur proche),Мы узнаем для него результат завтра.,Мы узнаём для него результат завтра.,Мы узнали для него результат завтра.,Мы скоро выясним результат для него.
Vous lui saurez l’heure à gauche du bâtiment. (futur simple),Вы узнаете для него время слева от здания.,Вы узнаёте для него время слева от здания.,Вы узнали для него время слева от здания.,Вы выясните время для него с левой стороны здания.
Je lui peux aider devant la porte. (présent),Я могу помочь ему перед дверью.,Я мог помочь ему перед дверью сейчас.,Я смогу помочь ему перед дверью сейчас.,Я в состоянии помочь ему спереди двери.
Je lui ai pu parler hier. (passé composé),Я смог поговорить с ним вчера.,Я могу поговорить с ним вчера.,Я смогу поговорить с ним вчера.,Вчера я сумел с ним поговорить.
Pendant que je lui pouvais le faire elle souriait. (imparfait),Пока я мог сделать для него это она улыбалась.,Пока я мог сделать для него это она улыбается.,Пока я смогу сделать для него это она улыбалась.,Во время возможности помочь она улыбалась.
Tu vas lui pouvoir venir en bas de la colline. (futur proche),Ты сможешь прийти к нему внизу холма скоро.,Ты можешь прийти к нему внизу холма скоро.,Ты смог прийти к нему внизу холма скоро.,Ты скоро сможешь прийти к нему снизу холма.
Ils lui pourront donner la réponse à droite. (futur simple),Они смогут дать ему ответ справа.,Они могут дать ему ответ справа.,Они смогли дать ему ответ справа.,Они смогут ответить ему с правой стороны.
Je lui veux parler là-bas. (présent),Я хочу поговорить с ним там вдали.,Я хотел поговорить с ним там вдали сейчас.,Я захочу поговорить с ним там вдали сейчас.,Я желаю поговорить с ним вон там.
Je lui ai voulu dire la vérité. (passé composé),Я хотел сказать ему правду.,Я хочу сказать ему правду.,Я захочу сказать ему правду.,Я захотел рассказать ему правду.
Pendant que je lui voulais le cadeau elle riait. (imparfait),Пока я хотел подарить ему подарок она смеялась.,Пока я хотел подарить ему подарок она смеётся.,Пока я захочу подарить ему подарок она смеялась.,Во время желания подарить она смеялась.
Nous allons lui vouloir du bien demain. (futur proche),Мы пожелаем ему добра завтра.,Мы желаем ему добра завтра.,Мы пожелали ему добра завтра.,Мы скоро пожелаем ему всего хорошего.
Vous lui voudrez du succès à gauche de la scène. (futur simple),Вы пожелаете ему успеха слева от сцены.,Вы желаете ему успеха слева от сцены.,Вы пожелали ему успеха слева от сцены.,Вы пожелаете ему удачи с левой стороны сцены.
Je parlais avec lui quand j’ai vu l’accident devant moi. (imparfait + passé composé),Я разговаривал с ним, когда увидел аварию перед собой.,Я разговариваю с ним когда увидел аварию передо мной.,Я поговорю с ним когда увижу аварию перед собой.,Во время разговора с ним я увидел аварию спереди.J’étais fatigué mais j’ai quand même fini le rapport hier soir. (imparfait + passé composé),Я устал, но всё равно закончил отчёт вчера вечером.,Я устал но заканчиваю отчёт вчера вечером.,Я fatigue но закончу отчёт вчера вечером.,Я был уставшим и всё-таки завершил доклад вчера.
Je voudrais boire un verre de vin mais j’ai arrêté l’alcool. (conditionnel présent + passé composé),Я бы хотел выпить бокал вина, но я завязал с алкоголем.,Я хочу выпить бокал вина но я завязал с алкоголем.,Я voudrais пить вино но я остановил алкоголь.,Я бы выпил вина, но уже бросил алкоголь.
Il pouvait sauter très haut quand il était jeune mais maintenant il est trop fatigué. (imparfait + présent),Он мог прыгать очень высоко, когда был молодым, но теперь он слишком устал.,Он может прыгать очень высоко когда он был молодым но сейчас устал.,Он сможет прыгать высоко но он слишком устал.,В молодости он умел высоко прыгать, а сейчас вымотался.
Je regardais la télé en mangeant du popcorn quand le téléphone a sonné. (imparfait + passé composé),Я смотрел телевизор, поедая попкорн, когда зазвонил телефон.,Я смотрю телевизор поедая попкорн когда телефон звонит.,Я буду смотреть телевизор поедая когда телефон зазвонил.,Во время просмотра ТВ с попкорном вдруг позвонили.
Nous allons manger ensemble ce soir si tu peux venir chez nous. (futur proche + présent),Мы поедим вместе сегодня вечером, если ты сможешь прийти к нам.,Мы едим вместе сегодня вечером если ты можешь прийти к нам.,Мы собираемся есть если ты приходишь к нам.,Мы собираемся поужинать вместе, если ты сможешь заехать к нам.
J’ai voulu lui dire la vérité mais je n’ai pas pu parce que j’avais peur. (passé composé + imparfait),Я хотел сказать ему правду, но не смог, потому что боялся.,Я хотел ему сказать но я не могу потому что я боюсь.,Я хочу ему сказать но я не смог.,Я собирался сказать правду, но страх не позволил.
Elle était en train de préparer le dîner quand elle a entendu un bruit en bas. (imparfait + passé composé),Она как раз готовила ужин, когда услышала шум внизу.,Она готовит ужин когда она слышит шум внизу.,Она будет готовить когда она услышала шум.,Пока она готовила ужин, снизу раздался шум.
Je sais que je devrais partir plus tôt mais je veux finir ce travail avant. (présent + conditionnel),Я знаю, что должен уйти пораньше, но хочу закончить эту работу сначала.,Я знаю что я должен уходить но я хочу заканчивать работу.,Я знал что я должен но я хочу закончить.,Я понимаю, что надо выйти раньше, но нужно доделать дело.
Il a mangé trop de maïs hier et maintenant il a mal au ventre. (passé composé + présent),Он съел слишком много кукурузы вчера, и теперь у него болит живот.,Он ест слишком много кукурузы вчера и сейчас болит живот.,Он будет есть слишком много и у него болит живот.,Вчера он переел кукурузы — сейчас живот крутит.
J’aurais pu venir avec eux mais j’étais trop fatigué pour conduire la nuit. (conditionnel passé + imparfait),Я мог бы приехать с ними, но был слишком устал, чтобы вести машину ночью.,Я могу приехать с ними но я был слишком устал ночью.,Я бы мог приехать но я устал вести ночью.,Я бы смог поехать с ними, но ночью за рулём уже не потянул.
Pendant que je lui parlais elle regardait par la fenêtre et soudain elle a souri. (imparfait + passé composé),Пока я с ней разговаривал, она смотрела в окно и вдруг улыбнулась.,Пока я говорю с ней она смотрит в окно и вдруг улыбается.,Пока я буду говорить она смотрит и улыбается.,Во время разговора она глядела в окно — и внезапно улыбка.
Je vais prendre un café avant d’aller au travail pour me réveiller. (futur proche),Я выпью кофе перед тем, как пойти на работу, чтобы проснуться.,Я беру кофе перед тем как идти на работу чтобы проснуться.,Я возьму кофе чтобы проснуться перед работой.,Сначала кофе — потом на работу, чтоб глаза открылись.
Nous étions en train de discuter quand il a reçu un message important de son chef. (imparfait + passé composé),Мы как раз обсуждали, когда он получил важное сообщение от шефа.,Мы обсуждаем когда он получает важное сообщение от шефа.,Мы будем обсуждать когда он получил сообщение.,Пока болтали — пришло важное смс от начальника.
J’ai essayé de lui montrer comment faire mais il n’a pas voulu écouter. (passé composé + imparfait),Я пытался показать ему, как делать, но он не захотел слушать.,Я пытаюсь показать ему как делать но он не хочет слушать.,Я буду показывать но он не захотел слушать.,Я старался объяснить наглядно, а он уши заткнул.
Elle voulait dormir mais elle a dû finir son travail avant minuit. (imparfait + passé composé),Она хотела спать, но ей пришлось закончить работу до полуночи.,Она хочет спать но она должна закончить работу до полуночи.,Она будет хотеть спать но она должна закончить.,Хотела уже в кровать, а работа не пустила до ночи.
Je pourrais t’aider demain si tu me donnes plus de détails maintenant. (conditionnel présent + présent),Я мог бы помочь тебе завтра, если ты дашь мне больше деталей сейчас.,Я могу помочь тебе завтра если ты даёшь мне детали сейчас.,Я мог бы помочь если ты даёшь детали сейчас.,Завтра помогу, но расскажи подробнее прямо сейчас.
Ils ont parlé pendant des heures en buvant du vin et en regardant les étoiles. (passé composé + imparfait),Они разговаривали часами, попивая вино и глядя на звёзды.,Они говорят часами выпивая вино и глядя на звёзды.,Они будут говорить выпивая и глядя на звёзды.,Болтали допоздна под вино и под звёздным небом.
J’étais en retard parce que j’ai dû attendre le bus qui n’est jamais venu à l’heure. (imparfait + passé composé),Я опаздывал, потому что мне пришлось ждать автобус, который так и не пришёл вовремя.,Я опаздываю потому что я должен ждать автобус который никогда не приходит вовремя.,Я был в опоздании потому что я должен ждать автобус.,Опоздал из-за автобуса, который вечно не по расписанию.
Tu aurais dû lui dire la vérité plus tôt au lieu de lui mentir. (conditionnel passé),Тебе следовало сказать ему правду раньше, вместо того чтобы врать.,Ты должен сказать ему правду раньше вместо того чтобы врать.,Ты должен был сказать правду но ты врёшь.,Надо было признаться раньше, а не кормить сказками.
Je finis toujours mon travail avant d’aller manger avec mes amis. (présent),Я всегда заканчиваю работу перед тем, как пойти поесть с друзьями.,Я finis всегда работу перед тем как идти есть с друзьями.,Я буду заканчивать работу перед тем как есть с друзьями.,Сначала дело — потом ужин с компанией.
Pendant qu’il dormait elle a préparé le petit-déjeuner et lui a apporté au lit. (imparfait + passé composé),Пока он спал, она приготовила завтрак и принесла ему в постель.,Пока он спит она prépare завтрак и приносит ему в постель.,Пока он будет спать она приготовила завтрак.,Пока он дрых — она уже накрыла завтрак и подала в койку.
